# CoordinateSystem: GEOGCS["WGS 84",DATUM["World Geodetic System 1984",SPHEROID["WGS 84",6378137,298.257223563,AUTHORITY["EPSG","7030"]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY["EPSG","6326"]],PRIMEM["Greenwich",0,AUTHORITY["EPSG","8901"]],UNIT["degree",0.01745329251994328,AUTHORITY["EPSG","9102"]],AUTHORITY["EPSG","4326"]]
#Label,X/Longitude,Y/Latitude,Z/Altitude,Error_(m),X_error,Y_error,Z_error,X_est,Y_est,Z_est
3,,,,,,,,-88.083822,41.821289,199.757175
3-5,-88.083799,41.821272,200.020290,0.000000,0.000000,0.000000,-0.000000,-88.083799,41.821272,200.020290
3-5-1,-88.083798,41.821274,200.515778,0.000000,0.000000,-0.000000,-0.000000,-88.083798,41.821274,200.515778
3-5-1-1,-88.083803,41.821272,200.934945,0.000000,-0.000000,-0.000000,-0.000000,-88.083803,41.821272,200.934945
3-5-1-2,-88.083804,41.821272,200.997368,0.000000,-0.000000,0.000000,-0.000000,-88.083804,41.821272,200.997368
3-5-1-3,-88.083806,41.821271,201.091830,0.000000,-0.000000,-0.000000,0.000000,-88.083806,41.821271,201.091830
3-5-3,-88.083795,41.821275,200.779427,0.000000,-0.000000,0.000000,-0.000000,-88.083795,41.821275,200.779427
3-5-2,-88.083797,41.821274,200.591930,0.000000,-0.000000,-0.000000,0.000000,-88.083797,41.821274,200.591930
3-5-4,-88.083792,41.821275,201.134673,0.000000,-0.000000,0.000000,0.000000,-88.083792,41.821275,201.134673
3-5-4-1,-88.083792,41.821273,201.181929,0.000000,-0.000000,0.000000,-0.000000,-88.083792,41.821273,201.181929
3-5-4-2,-88.083792,41.821272,201.159444,0.000000,0.000000,-0.000000,-0.000000,-88.083792,41.821272,201.159444
3-5-4-3,-88.083793,41.821271,201.112757,0.000000,-0.000000,-0.000000,-0.000000,-88.083793,41.821271,201.112757
3-5-5,-88.083791,41.821275,201.171260,0.000000,-0.000000,-0.000000,0.000000,-88.083791,41.821275,201.171260
3-5-6,-88.083792,41.821276,201.210597,0.000000,0.000000,-0.000000,-0.000000,-88.083792,41.821276,201.210597
3-5-6-1,-88.083789,41.821279,201.413796,0.000000,-0.000000,0.000000,-0.000000,-88.083789,41.821279,201.413796
3-5-6-2,-88.083790,41.821279,201.460529,0.000000,0.000000,0.000000,-0.000000,-88.083790,41.821279,201.460529
3-5-7,-88.083790,41.821275,201.577780,0.000000,-0.000000,0.000000,0.000000,-88.083790,41.821275,201.577780
3-5-8,-88.083789,41.821275,201.566398,0.000000,0.000000,0.000000,-0.000000,-88.083789,41.821275,201.566398
3-5-7-1,-88.083788,41.821272,201.801955,0.000000,-0.000000,0.000000,-0.000000,-88.083788,41.821272,201.801955
3-5-7-2,-88.083789,41.821273,201.932242,0.000000,0.000000,0.000000,-0.000000,-88.083789,41.821273,201.932242
3-5-7-1-1,-88.083788,41.821271,201.826092,0.000000,-0.000000,0.000000,-0.000000,-88.083788,41.821271,201.826092
3-5-7-1-2,-88.083785,41.821268,201.702753,0.000000,0.000000,-0.000000,-0.000000,-88.083785,41.821268,201.702753
3-5-7-1-3,-88.083783,41.821266,201.724265,0.000000,-0.000000,0.000000,0.000000,-88.083783,41.821266,201.724265
3-5-7-1-4,-88.083782,41.821266,201.668896,0.000000,0.000000,0.000000,-0.000000,-88.083782,41.821266,201.668896
3-5-7-3,-88.083788,41.821272,201.986406,0.000000,0.000000,-0.000000,0.000000,-88.083788,41.821272,201.986406
3-5-7-4,-88.083786,41.821270,202.124062,0.000000,0.000000,0.000000,-0.000000,-88.083786,41.821270,202.124062
3-5-7-5,-88.083785,41.821268,202.179267,0.000000,-0.000000,0.000000,-0.000000,-88.083785,41.821268,202.179267
3-5-7-5-1,-88.083785,41.821266,202.235615,0.000000,-0.000000,0.000000,-0.000000,-88.083785,41.821266,202.235615
3-5-7-6,-88.083788,41.821268,202.424012,0.000000,-0.000000,-0.000000,-0.000000,-88.083788,41.821268,202.424012
3-5-7-7,-88.083787,41.821266,202.547149,0.000000,-0.000000,0.000000,0.000000,-88.083787,41.821266,202.547149
3-5-7-8,-88.083788,41.821266,202.916821,0.000000,0.000000,0.000000,0.000000,-88.083788,41.821266,202.916821
3-5-8-1,-88.083786,41.821276,201.710278,0.000000,0.000000,0.000000,-0.000000,-88.083786,41.821276,201.710278
3-5-8-3,-88.083781,41.821275,202.017262,0.000000,0.000000,0.000000,-0.000000,-88.083781,41.821275,202.017262
3-5-8-2,-88.083782,41.821275,201.934132,0.000000,0.000000,0.000000,0.000000,-88.083782,41.821275,201.934132
3-5-8-4,-88.083778,41.821273,202.059511,0.000000,0.000000,-0.000000,0.000000,-88.083778,41.821273,202.059511
3-5-9,-88.083789,41.821277,201.986352,0.000000,0.000000,0.000000,0.000000,-88.083789,41.821277,201.986352
3-5-10,-88.083789,41.821277,202.344147,0.000000,0.000000,-0.000000,-0.000000,-88.083789,41.821277,202.344147
3-5-11,-88.083788,41.821275,202.650757,0.000000,0.000000,-0.000000,0.000000,-88.083788,41.821275,202.650757
3-5-11-1,-88.083788,41.821273,202.839118,0.000000,0.000000,-0.000000,-0.000000,-88.083788,41.821273,202.839118
