# CoordinateSystem: GEOGCS["WGS 84",DATUM["World Geodetic System 1984",SPHEROID["WGS 84",6378137,298.257223563,AUTHORITY["EPSG","7030"]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY["EPSG","6326"]],PRIMEM["Greenwich",0,AUTHORITY["EPSG","8901"]],UNIT["degree",0.01745329251994328,AUTHORITY["EPSG","9102"]],AUTHORITY["EPSG","4326"]]
#Label,X/Longitude,Y/Latitude,Z/Altitude,Error_(m),X_error,Y_error,Z_error,X_est,Y_est,Z_est
4,,,,,,,,-88.083788,41.821272,254.725114
4-1,-88.083780,41.821266,257.023112,0.000000,0.000000,0.000000,-0.000000,-88.083780,41.821266,257.023112
4-2,-88.083780,41.821263,257.196102,0.000000,0.000000,0.000000,0.000000,-88.083780,41.821263,257.196102
4-3,-88.083774,41.821263,258.124527,0.000000,0.000000,0.000000,-0.000000,-88.083774,41.821263,258.124527
4-4,-88.083770,41.821262,258.242343,0.000000,-0.000000,0.000000,0.000000,-88.083770,41.821262,258.242343
4-2-1,-88.083775,41.821259,257.562731,0.000000,-0.000000,-0.000000,-0.000000,-88.083775,41.821259,257.562731
4-2-2,-88.083775,41.821256,257.934280,0.000000,-0.000000,-0.000000,-0.000000,-88.083775,41.821256,257.934280
4-2-3,-88.083770,41.821252,258.364215,0.000000,-0.000000,0.000000,0.000000,-88.083770,41.821252,258.364215
4-2-4,-88.083768,41.821250,258.366798,0.000000,0.000000,-0.000000,-0.000000,-88.083768,41.821250,258.366798
4-2-5,-88.083769,41.821251,258.505841,0.000000,0.000000,-0.000000,0.000000,-88.083769,41.821251,258.505841
4-2-5-1,-88.083769,41.821250,258.916296,0.000000,0.000000,0.000000,0.000000,-88.083769,41.821250,258.916296
4-2-4-1,-88.083761,41.821247,258.505987,0.000000,-0.000000,-0.000000,-0.000000,-88.083761,41.821247,258.505987
4-2-4-2,-88.083762,41.821247,258.611288,0.000000,0.000000,0.000000,-0.000000,-88.083762,41.821247,258.611288
4-2-4-3,-88.083761,41.821246,258.698233,0.000000,0.000000,0.000000,0.000000,-88.083761,41.821246,258.698233
4-2-4-4,-88.083752,41.821243,258.757591,0.000000,-0.000000,0.000000,-0.000000,-88.083752,41.821243,258.757591
4-2-6,-88.083764,41.821243,259.455316,0.000000,0.000000,0.000000,0.000000,-88.083764,41.821243,259.455316
4-2-7,-88.083764,41.821240,259.806668,0.000000,0.000000,0.000000,0.000000,-88.083764,41.821240,259.806668
4-2-8,-88.083761,41.821237,260.325593,0.000000,-0.000000,-0.000000,0.000000,-88.083761,41.821237,260.325593
4-2-9,-88.083760,41.821233,260.861627,0.000000,0.000000,0.000000,-0.000000,-88.083760,41.821233,260.861627
4-2-10,-88.083759,41.821233,261.348010,0.000000,-0.000000,-0.000000,0.000000,-88.083759,41.821233,261.348010
4-2-6-1,-88.083764,41.821241,259.508557,0.000000,-0.000000,-0.000000,0.000000,-88.083764,41.821241,259.508557
4-2-6-2,-88.083762,41.821238,259.408793,0.000000,0.000000,0.000000,0.000000,-88.083762,41.821238,259.408793
4-2-10-1,-88.083759,41.821232,261.509111,0.000000,-0.000000,-0.000000,0.000000,-88.083759,41.821232,261.509111
4-2-11,-88.083759,41.821234,261.402126,0.000000,0.000000,0.000000,-0.000000,-88.083759,41.821234,261.402126
4-2-12,-88.083758,41.821234,261.544305,0.000000,-0.000000,-0.000000,0.000000,-88.083758,41.821234,261.544305
4-2-9.1,-88.083758,41.821233,260.840501,0.000000,-0.000000,-0.000000,-0.000000,-88.083758,41.821233,260.840501
