ELM BRANCH 15,,,,,,,,,,
,,,,,,,,,,
,main,,,,,branch,,,,
node,to node,diameter,,length,,to node,diameter,,length,
15,NA,14.8,,NA,,15.1,5.3,,74.2,NA
15.1,15.3,4.24,,85.4,,end,1.66,,2.6,
15.2,15.3,NA,,NA,,end,NA,,NA,
15.5,15.7,4.3,,37.8,,end,1.56,,24.6,
15.7.1,end,NA,,NA,,end,NA,,NA,
