node,label,random,mainnodeto,branchnodeto,maindiameter.180228,mainlength.180228,branchdiameter.180228,branchlength.180228,maindiameter.180328,mainlength.180328,branchdiameter.180328,branchlength.180328
13,both,0.6802987402,NA,13.1,12.3,NA,10.9,60.4,8.67,NA,6.64,67.5
13.2,both,0.4591825578,end,end,3.07,15,3.69,7.24,6.36,66.7,5,7.17
13.1,both,0.4929083255,,,,,,,,,,
point 23,both,0.4890113604,,,,,,,,,,
point 24,both,0.5005293596,,,,,,,,,,
point 25,both,0.2652934447,,,,,,,,,,
point 26,both,0.5788535686,,,,,,,,,,
point 27,both,0.06991677985,,,,,,,,,,
point 28,both,0.8285164485,,,,,,,,,,
point 29,both,0.1010909335,,,,,,,,,,
point 30,both,0.8839369126,,,,,,,,,,
point 31,both,0.9079082806,,,,,,,,,,
point 32,both,0.3697819069,,,,,,,,,,
point 33,both,0.4330060377,,,,,,,,,,
point 34,both,0.577755426,,,,,,,,,,
point 35,both,0.8099196624,,,,,,,,,,
point 36,both,0.6144993729,,,,,,,,,,
none,180228,0.6416282567,,,,,,,,,,
13.5,180328,0.06908282314,end,end,,,,,2.49,17.9,3.3,2.65
13.4,180328,0.546534811,,,,,,,,,,
13.3,180328,0.645103528,,,,,,,,,,
NA,180328,0.6985421942,,,,,,,,,,
