WALNUT2 BRANCH 12,,,,,,,,,,
,,,,,,,,,,
,main,,,,,branch,,,,
node,to node,diameter,,length,,to node,diameter,,length,
12,NA,8.4,,NA,,12.1,NA,,42.6,
12.1,12.4,6.7,,82,,12.1.1,6,,NA,
12.4,12.5,6.1,,10.6,,end,1.02,,28.2,
12.6,end,NA,,NA,,end,NA,,NA,
12.2.1,end,NA,,NA,,end,NA,,NA,
12.5.2,12.5.3,4.5,,4.4,,end,1.02,,2.4,
