# CoordinateSystem: GEOGCS["WGS 84",DATUM["World Geodetic System 1984",SPHEROID["WGS 84",6378137,298.257223563,AUTHORITY["EPSG","7030"]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY["EPSG","6326"]],PRIMEM["Greenwich",0,AUTHORITY["EPSG","8901"]],UNIT["degree",0.01745329251994328,AUTHORITY["EPSG","9102"]],AUTHORITY["EPSG","4326"]]
#Label,X/Longitude,Y/Latitude,Z/Altitude,Yaw,Pitch,Roll,Error_(m),X_error,Y_error,Z_error,Error_(deg),Yaw_error,Pitch_error,Roll_error,X_est,Y_est,Z_est,Yaw_est,Pitch_est,Roll_est
DJI_0003.JPG,-88.049380,41.813906,139.376000,,,,5.616426,0.472064,-0.721833,5.549806,,,,,-88.049374,41.813899,144.925806,345.850351,89.491488,0.000000
DJI_0003.JPG,-88.049380,41.813906,139.376000,,,,5.616426,0.472064,-0.721833,5.549806,,,,,-88.049374,41.813899,144.925806,345.850351,89.491488,0.000000
DJI_0004.JPG,-88.049414,41.813902,139.276000,,,,5.550356,0.294723,-0.658301,5.503293,,,,,-88.049411,41.813897,144.779293,352.008062,89.344074,0.000000
DJI_0004.JPG,-88.049414,41.813902,139.276000,,,,5.550356,0.294723,-0.658301,5.503293,,,,,-88.049411,41.813897,144.779293,352.008062,89.344074,0.000000
DJI_0005.JPG,-88.049440,41.813904,139.276000,,,,5.538194,0.630076,-0.668401,5.461487,,,,,-88.049432,41.813898,144.737487,358.060292,89.306456,0.000000
DJI_0005.JPG,-88.049440,41.813904,139.276000,,,,5.538194,0.630076,-0.668401,5.461487,,,,,-88.049432,41.813898,144.737487,358.060292,89.306456,0.000000
DJI_0006.JPG,-88.049466,41.813905,139.276000,,,,5.557207,0.428551,-0.716235,5.494169,,,,,-88.049461,41.813898,144.770169,4.217859,89.339128,0.000000
DJI_0006.JPG,-88.049466,41.813905,139.276000,,,,5.557207,0.428551,-0.716235,5.494169,,,,,-88.049461,41.813898,144.770169,4.217859,89.339128,0.000000
DJI_0007.JPG,-88.049495,41.813906,139.276000,,,,5.453293,0.203745,-0.966485,5.363097,,,,,-88.049492,41.813897,144.639096,7.035954,89.557037,0.000000
DJI_0007.JPG,-88.049495,41.813906,139.276000,,,,5.453293,0.203745,-0.966485,5.363097,,,,,-88.049492,41.813897,144.639096,7.035954,89.557037,0.000000
DJI_0008.JPG,-88.049521,41.813908,139.276000,,,,5.464221,0.349422,-0.881653,5.381292,,,,,-88.049517,41.813900,144.657292,14.886577,89.509554,0.000000
DJI_0008.JPG,-88.049521,41.813908,139.276000,,,,5.464221,0.349422,-0.881653,5.381292,,,,,-88.049517,41.813900,144.657292,14.886577,89.509554,0.000000
DJI_0009.JPG,-88.049545,41.813914,139.276000,,,,5.389777,0.360757,-0.684006,5.334012,,,,,-88.049540,41.813908,144.610012,21.730405,89.482085,0.000000
DJI_0009.JPG,-88.049545,41.813914,139.276000,,,,5.389777,0.360757,-0.684006,5.334012,,,,,-88.049540,41.813908,144.610012,21.730405,89.482085,0.000000
DJI_0010.JPG,-88.049575,41.813923,139.276000,,,,5.436016,0.709625,-0.838357,5.323895,,,,,-88.049567,41.813915,144.599895,25.233195,89.378468,0.000000
DJI_0010.JPG,-88.049575,41.813923,139.276000,,,,5.436016,0.709625,-0.838357,5.323895,,,,,-88.049567,41.813915,144.599895,25.233195,89.378468,0.000000
DJI_0011.JPG,-88.049591,41.813927,139.276000,,,,5.348920,0.212947,-0.522449,5.319083,,,,,-88.049588,41.813923,144.595083,36.438230,89.344936,0.000000
DJI_0011.JPG,-88.049591,41.813927,139.276000,,,,5.348920,0.212947,-0.522449,5.319083,,,,,-88.049588,41.813923,144.595083,36.438230,89.344936,0.000000
DJI_0012.JPG,-88.049613,41.813937,139.276000,,,,5.266951,0.433424,-0.400871,5.233758,,,,,-88.049608,41.813933,144.509758,37.484130,89.183243,0.000000
DJI_0012.JPG,-88.049613,41.813937,139.276000,,,,5.266951,0.433424,-0.400871,5.233758,,,,,-88.049608,41.813933,144.509758,37.484130,89.183243,0.000000
DJI_0013.JPG,-88.049634,41.813956,139.276000,,,,5.230285,0.526050,-0.496347,5.180038,,,,,-88.049628,41.813952,144.456038,43.020965,89.126293,0.000000
DJI_0013.JPG,-88.049634,41.813956,139.276000,,,,5.230285,0.526050,-0.496347,5.180038,,,,,-88.049628,41.813952,144.456038,43.020965,89.126293,0.000000
DJI_0014.JPG,-88.049667,41.813985,139.176000,,,,5.343961,0.705311,-0.861353,5.226712,,,,,-88.049658,41.813977,144.402712,54.862742,88.946494,0.000000
DJI_0014.JPG,-88.049667,41.813985,139.176000,,,,5.343961,0.705311,-0.861353,5.226712,,,,,-88.049658,41.813977,144.402712,54.862742,88.946494,0.000000
DJI_0015.JPG,-88.049677,41.814008,139.276000,,,,5.229012,0.696847,-0.970863,5.090619,,,,,-88.049668,41.813999,144.366619,63.284056,88.820119,0.000000
DJI_0015.JPG,-88.049677,41.814008,139.276000,,,,5.229012,0.696847,-0.970863,5.090619,,,,,-88.049668,41.813999,144.366619,63.284056,88.820119,0.000000
DJI_0016.JPG,-88.049684,41.814025,139.276000,,,,5.230245,0.482653,-0.751962,5.153354,,,,,-88.049678,41.814018,144.429354,65.734176,88.120747,0.000000
DJI_0016.JPG,-88.049684,41.814025,139.276000,,,,5.230245,0.482653,-0.751962,5.153354,,,,,-88.049678,41.814018,144.429354,65.734176,88.120747,0.000000
DJI_0017.JPG,-88.049693,41.814043,139.276000,,,,5.192501,0.477537,-0.570602,5.138914,,,,,-88.049687,41.814038,144.414914,70.093486,88.116384,0.000000
DJI_0017.JPG,-88.049693,41.814043,139.276000,,,,5.192501,0.477537,-0.570602,5.138914,,,,,-88.049687,41.814038,144.414914,70.093486,88.116384,0.000000
DJI_0018.JPG,-88.049699,41.814068,139.276000,,,,5.179186,0.510773,-0.807398,5.090303,,,,,-88.049692,41.814061,144.366303,81.061338,88.206499,0.000000
DJI_0018.JPG,-88.049699,41.814068,139.276000,,,,5.179186,0.510773,-0.807398,5.090303,,,,,-88.049692,41.814061,144.366303,81.061338,88.206499,0.000000
DJI_0019.JPG,-88.049703,41.814092,139.276000,,,,5.211307,0.551092,-0.885200,5.105922,,,,,-88.049696,41.814084,144.381922,84.432363,88.104291,0.000000
DJI_0019.JPG,-88.049703,41.814092,139.276000,,,,5.211307,0.551092,-0.885200,5.105922,,,,,-88.049696,41.814084,144.381922,84.432363,88.104291,0.000000
DJI_0020.JPG,-88.049707,41.814118,139.276000,,,,5.223598,0.494278,-1.046888,5.093691,,,,,-88.049701,41.814108,144.369691,94.652346,88.184378,0.000000
DJI_0020.JPG,-88.049707,41.814118,139.276000,,,,5.223598,0.494278,-1.046888,5.093691,,,,,-88.049701,41.814108,144.369691,94.652346,88.184378,0.000000
DJI_0021.JPG,-88.049705,41.814154,139.276000,,,,5.173091,0.453985,-0.838835,5.084400,,,,,-88.049699,41.814146,144.360400,102.921232,88.264215,0.000000
DJI_0021.JPG,-88.049705,41.814154,139.276000,,,,5.173091,0.453985,-0.838835,5.084400,,,,,-88.049699,41.814146,144.360400,102.921232,88.264215,0.000000
DJI_0022.JPG,-88.049699,41.814178,139.276000,,,,5.181627,0.456390,-0.836141,5.093313,,,,,-88.049693,41.814170,144.369312,111.423727,88.295311,0.000000
DJI_0022.JPG,-88.049699,41.814178,139.276000,,,,5.181627,0.456390,-0.836141,5.093313,,,,,-88.049693,41.814170,144.369312,111.423727,88.295311,0.000000
DJI_0023.JPG,-88.049696,41.814191,139.276000,,,,5.130582,0.628296,-0.403480,5.075955,,,,,-88.049688,41.814187,144.351955,112.281552,88.223167,0.000000
DJI_0023.JPG,-88.049696,41.814191,139.276000,,,,5.130582,0.628296,-0.403480,5.075955,,,,,-88.049688,41.814187,144.351955,112.281552,88.223167,0.000000
DJI_0024.JPG,-88.049668,41.814216,141.076000,,,,4.985382,0.484170,-0.844167,4.889478,,,,,-88.049662,41.814209,145.965477,125.025773,88.334211,0.000000
DJI_0024.JPG,-88.049668,41.814216,141.076000,,,,4.985382,0.484170,-0.844167,4.889478,,,,,-88.049662,41.814209,145.965477,125.025773,88.334211,0.000000
DJI_0025.JPG,-88.049647,41.814231,142.376000,,,,4.875304,0.504279,-0.741003,4.792203,,,,,-88.049641,41.814225,147.168203,170.246167,87.352713,39.484627
DJI_0025.JPG,-88.049647,41.814231,142.376000,,,,4.875304,0.504279,-0.741003,4.792203,,,,,-88.049641,41.814225,147.168203,170.246167,87.352713,39.484627
DJI_0026.JPG,-88.049626,41.814247,143.776000,,,,4.819562,0.389264,-0.774610,4.740953,,,,,-88.049621,41.814240,148.516953,150.695126,82.473171,13.779305
DJI_0026.JPG,-88.049626,41.814247,143.776000,,,,4.819562,0.389264,-0.774610,4.740953,,,,,-88.049621,41.814240,148.516953,150.695126,82.473171,13.779305
DJI_0027.JPG,-88.049602,41.814259,145.176000,,,,4.686937,0.318166,-0.825729,4.602642,,,,,-88.049598,41.814251,149.778642,156.698202,82.218863,12.417191
DJI_0027.JPG,-88.049602,41.814259,145.176000,,,,4.686937,0.318166,-0.825729,4.602642,,,,,-88.049598,41.814251,149.778642,156.698202,82.218863,12.417191
DJI_0028.JPG,-88.049576,41.814271,146.276000,,,,4.578143,0.455412,-0.581660,4.518148,,,,,-88.049571,41.814266,150.794148,157.824806,79.144644,9.725469
