# CoordinateSystem: GEOGCS["WGS 84",DATUM["World Geodetic System 1984",SPHEROID["WGS 84",6378137,298.257223563,AUTHORITY["EPSG","7030"]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY["EPSG","6326"]],PRIMEM["Greenwich",0,AUTHORITY["EPSG","8901"]],UNIT["degree",0.01745329251994328,AUTHORITY["EPSG","9102"]],AUTHORITY["EPSG","4326"]]
#Label,X/Longitude,Y/Latitude,Z/Altitude,Error_(m),X_error,Y_error,Z_error,X_est,Y_est,Z_est
point 23,,,,,,,,-88.049456,41.814041,193.590321
point 24,,,,,,,,-88.049366,41.813974,193.880958
point 25,,,,,,,,-88.049525,41.813977,193.841356
point 26,,,,,,,,-88.049612,41.814063,193.659514
point 27,,,,,,,,-88.049555,41.814148,193.654949
point 28,,,,,,,,-88.049396,41.814209,193.615876
point 29,,,,,,,,-88.049306,41.814153,193.450603
point 30,,,,,,,,-88.049281,41.814068,193.532013
point 31,,,,,,,,-88.049469,41.814049,193.625011
point 32,,,,,,,,-88.049430,41.813924,194.174896
point 33,,,,,,,,-88.049646,41.814007,193.923604
point 34,,,,,,,,-88.049514,41.814218,193.698478
point 35,,,,,,,,-88.049359,41.814244,193.637621
point 36,,,,,,,,-88.049238,41.814043,193.766402
10,,,,,,,,-88.049435,41.814064,200.099422
10-1,,,,,,,,-88.049439,41.814059,200.815830
10-1-1,,,,,,,,-88.049439,41.814055,201.128073
10-1-2,,,,,,,,-88.049440,41.814042,201.329748
10-1-3,,,,,,,,-88.049438,41.814037,201.287869
10-1-3-1,,,,,,,,-88.049437,41.814038,201.345579
10-1-3-2,,,,,,,,-88.049442,41.814035,201.704858
10-1-3-2-2,,,,,,,,-88.049443,41.814030,201.846898
10-1-4,,,,,,,,-88.049438,41.814030,201.052353
10-1-4-2,,,,,,,,-88.049433,41.814020,201.877414
10-1-9,,,,,,,,-88.049448,41.814015,201.994122
10-2,,,,,,,,-88.049442,41.814061,201.786079
10-2-1,,,,,,,,-88.049463,41.814066,202.585695
10-2-2,,,,,,,,-88.049463,41.814067,202.634522
10-2-3,,,,,,,,-88.049468,41.814068,202.788764
10-2-3-1,,,,,,,,-88.049470,41.814069,202.911881
10-2-4,,,,,,,,-88.049476,41.814068,202.822888
10-2-5,,,,,,,,-88.049478,41.814070,202.960927
10-2-6,,,,,,,,-88.049482,41.814071,202.995414
10-2-7,,,,,,,,-88.049484,41.814071,203.235268
10-2-7-1,,,,,,,,-88.049485,41.814070,203.308303
10-3,,,,,,,,-88.049442,41.814054,202.747626
10-3-1,,,,,,,,-88.049444,41.814052,203.038443
10-3-2,,,,,,,,-88.049444,41.814050,203.253898
10-3-2.5,,,,,,,,-88.049443,41.814049,203.335974
10-3-3,,,,,,,,-88.049441,41.814044,203.959247
10-3-3-2,,,,,,,,-88.049442,41.814039,204.289700
10-3-3-3,,,,,,,,-88.049447,41.814038,204.610438
10-3-3-2-.5,,,,,,,,-88.049442,41.814036,204.342381
10-3-3-2-1,,,,,,,,-88.049440,41.814033,204.692501
10-3-3-2-2,,,,,,,,-88.049441,41.814026,205.005545
10-3-3-2-2-.5,,,,,,,,-88.049441,41.814026,205.236985
10-3-3-2-2-1,,,,,,,,-88.049440,41.814025,205.305239
10-3-3-2-2-3,,,,,,,,-88.049440,41.814026,205.334933
10-3-3-2-2-4,,,,,,,,-88.049439,41.814022,206.328345
10-3-4,,,,,,,,-88.049433,41.814040,205.088554
10-3-4-1,,,,,,,,-88.049422,41.814033,205.672307
10-3-4-.5,,,,,,,,-88.049424,41.814036,205.963615
10-3-5,,,,,,,,-88.049433,41.814040,205.872982
10-3-4.5,,,,,,,,-88.049435,41.814041,205.303456
10-3-3-4,,,,,,,,-88.049448,41.814035,204.810573
10-4,,,,,,,,-88.049452,41.814057,203.957020
10-4-1,,,,,,,,-88.049456,41.814058,204.437882
10-4-1-1,,,,,,,,-88.049460,41.814059,204.689733
10-4-2,,,,,,,,-88.049458,41.814056,205.617298
10-4-3,,,,,,,,-88.049459,41.814057,205.681079
10-4.5,,,,,,,,-88.049455,41.814047,205.052260
10-5,,,,,,,,-88.049457,41.814046,205.339806
10-5-1,,,,,,,,-88.049458,41.814043,205.678630
10-6,,,,,,,,-88.049459,41.814045,205.903919
10-6-.5,,,,,,,,-88.049459,41.814044,205.979193
0-1-18,,,,,,,,-88.049447,41.814022,201.350017
10-3-.5,,,,,,,,-88.049443,41.814053,202.653814
10-4.1,,,,,,,,-88.049453,41.814055,203.806058
10-3-3-2.5,,,,,,,,-88.049444,41.814040,204.358365
