# CoordinateSystem: GEOGCS["WGS 84",DATUM["World Geodetic System 1984",SPHEROID["WGS 84",6378137,298.257223563,AUTHORITY["EPSG","7030"]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY["EPSG","6326"]],PRIMEM["Greenwich",0,AUTHORITY["EPSG","8901"]],UNIT["degree",0.01745329251994328,AUTHORITY["EPSG","9102"]],AUTHORITY["EPSG","4326"]]
#Label,X/Longitude,Y/Latitude,Z/Altitude,Error_(m),X_error,Y_error,Z_error,X_est,Y_est,Z_est
3,,,,,,,,-88.083788,41.821272,253.533668
3-1,-88.083782,41.821268,253.761413,0.000000,0.000000,0.000000,0.000000,-88.083782,41.821268,253.761413
3-2,-88.083779,41.821264,253.865904,0.000000,0.000000,0.000000,-0.000000,-88.083779,41.821264,253.865904
3-2-1,-88.083778,41.821264,253.901150,0.000000,0.000000,-0.000000,-0.000000,-88.083778,41.821264,253.901150
3-3,-88.083774,41.821259,253.886249,0.000000,-0.000000,-0.000000,-0.000000,-88.083774,41.821259,253.886249
3-4,-88.083770,41.821258,253.725118,0.000000,0.000000,0.000000,0.000000,-88.083770,41.821258,253.725118
3-5,-88.083769,41.821254,253.825703,0.000000,-0.000000,0.000000,-0.000000,-88.083769,41.821254,253.825703
3-6,-88.083768,41.821253,253.756046,0.000000,-0.000000,-0.000000,-0.000000,-88.083768,41.821253,253.756046
3-7,-88.083761,41.821250,253.576723,0.000000,-0.000000,0.000000,0.000000,-88.083761,41.821250,253.576723
3-8,-88.083759,41.821249,253.638256,0.000000,0.000000,-0.000000,0.000000,-88.083759,41.821249,253.638256
3-9,-88.083757,41.821250,253.732814,0.000000,-0.000000,-0.000000,-0.000000,-88.083757,41.821250,253.732814
3-10,-88.083756,41.821249,253.508693,0.000000,-0.000000,0.000000,-0.000000,-88.083756,41.821249,253.508693
3-11,-88.083746,41.821250,253.890821,0.000000,-0.000000,-0.000000,-0.000000,-88.083746,41.821250,253.890821
3-5-1,-88.083768,41.821255,254.379112,0.000000,0.000000,-0.000000,-0.000000,-88.083768,41.821255,254.379112
3-5-1-1,-88.083774,41.821253,254.722632,0.000000,-0.000000,-0.000000,-0.000000,-88.083774,41.821253,254.722632
3-5-1-2,-88.083774,41.821254,254.778737,0.000000,-0.000000,0.000000,-0.000000,-88.083774,41.821254,254.778737
3-5-1-.1,-88.083772,41.821254,254.677066,0.000000,-0.000000,-0.000000,0.000000,-88.083772,41.821254,254.677066
3-5-4,-88.083763,41.821255,255.021995,0.000000,0.000000,0.000000,0.000000,-88.083763,41.821255,255.021995
3-5-5,-88.083762,41.821256,255.050430,0.000000,-0.000000,0.000000,-0.000000,-88.083762,41.821256,255.050430
3-5-6,-88.083763,41.821256,255.047686,0.000000,0.000000,-0.000000,-0.000000,-88.083763,41.821256,255.047686
3-5-7,-88.083761,41.821255,255.482600,0.000000,0.000000,0.000000,-0.000000,-88.083761,41.821255,255.482600
3-5-8,-88.083760,41.821255,255.470016,0.000000,-0.000000,0.000000,-0.000000,-88.083760,41.821255,255.470016
3-5-7-1,-88.083761,41.821252,255.690401,0.000000,0.000000,0.000000,0.000000,-88.083761,41.821252,255.690401
3-5-7-1-1,-88.083760,41.821252,255.694406,0.000000,0.000000,-0.000000,-0.000000,-88.083760,41.821252,255.694405
3-5-7-2,-88.083761,41.821253,255.758725,0.000000,-0.000000,-0.000000,-0.000000,-88.083761,41.821253,255.758725
3-5-7-3,-88.083761,41.821252,255.790294,0.000000,0.000000,0.000000,0.000000,-88.083761,41.821252,255.790294
