# CoordinateSystem: GEOGCS["WGS 84",DATUM["World Geodetic System 1984",SPHEROID["WGS 84",6378137,298.257223563,AUTHORITY["EPSG","7030"]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY["EPSG","6326"]],PRIMEM["Greenwich",0,AUTHORITY["EPSG","8901"]],UNIT["degree",0.01745329251994328,AUTHORITY["EPSG","9102"]],AUTHORITY["EPSG","4326"]]
#Label,X/Longitude,Y/Latitude,Z/Altitude,Error_(m),X_error,Y_error,Z_error,X_est,Y_est,Z_est
point 23,,,,,,,,-88.083844,41.821275,193.281744
point 24,,,,,,,,-88.083749,41.821175,193.021103
point 25,,,,,,,,-88.083685,41.821291,193.197422
point 26,,,,,,,,-88.083722,41.821374,193.415904
point 27,,,,,,,,-88.083876,41.821400,193.608674
point 28,,,,,,,,-88.083970,41.821350,193.728453
point 29,,,,,,,,-88.083948,41.821258,193.423898
point 30,,,,,,,,-88.083893,41.821183,193.257918
point 31,,,,,,,,-88.083861,41.821276,193.321909
point 32,,,,,,,,-88.083666,41.821161,193.001258
point 33,,,,,,,,-88.083631,41.821331,193.321422
point 34,,,,,,,,-88.083805,41.821438,193.673056
point 35,,,,,,,,-88.084005,41.821395,194.138415
point 36,,,,,,,,-88.083971,41.821194,193.465464
6,,,,,,,,-88.083816,41.821292,204.129843
6-1,,,,,,,,-88.083814,41.821297,204.812821
6-2,,,,,,,,-88.083808,41.821301,205.532980
6-2-.1,,,,,,,,-88.083809,41.821300,205.816715
6-2-1,,,,,,,,-88.083804,41.821303,206.673615
point 37,,,,,,,,-88.083806,41.821302,206.707684
6-2-1-.1,,,,,,,,-88.083805,41.821305,206.942502
6-2-1-1,,,,,,,,-88.083806,41.821310,207.057504
6-2-1-3,,,,,,,,-88.083808,41.821314,207.414816
6-2-1-4-1,,,,,,,,-88.083809,41.821315,207.507817
6-2-1-4-2,,,,,,,,-88.083820,41.821320,208.035056
6-2-1-4,,,,,,,,-88.083809,41.821315,207.461872
6-2-1-6,,,,,,,,-88.083812,41.821323,207.786775
6-2-1-5,,,,,,,,-88.083810,41.821320,207.629293
6-2-1-7,,,,,,,,-88.083812,41.821324,207.767748
6-2-1-7-1,,,,,,,,-88.083811,41.821328,207.972037
6-2-1-7-2,,,,,,,,-88.083811,41.821330,208.011489
6-2-1-8,,,,,,,,-88.083818,41.821328,208.059215
6-2-2,,,,,,,,-88.083803,41.821302,207.310242
6-2-2-1,,,,,,,,-88.083803,41.821302,207.387255
6-2-2-2,,,,,,,,-88.083801,41.821301,207.582911
6-2-2-2-2,,,,,,,,-88.083801,41.821301,207.641804
6-2-2-2-2-1,,,,,,,,-88.083802,41.821299,207.669987
6-2-2-2-3,,,,,,,,-88.083798,41.821298,207.939996
6-2-2-2-4,,,,,,,,-88.083797,41.821297,208.208420
6-2-2-3,,,,,,,,-88.083801,41.821303,207.724480
6-2-2-4,,,,,,,,-88.083796,41.821304,208.644983
6-2-3,,,,,,,,-88.083803,41.821305,207.622193
6-2-4,,,,,,,,-88.083805,41.821306,208.105897
6-2-5,,,,,,,,-88.083805,41.821306,208.191281
6-2-6,,,,,,,,-88.083805,41.821307,208.306991
6-2-7,,,,,,,,-88.083804,41.821307,208.386060
6-2-7-1,,,,,,,,-88.083802,41.821309,208.689981
6-2-9,,,,,,,,-88.083806,41.821309,208.834780
6-2-9-1,,,,,,,,-88.083809,41.821308,209.479442
6-2-9-2,,,,,,,,-88.083808,41.821307,209.764530
6-2-9.1,,,,,,,,-88.083807,41.821310,208.880854
6-2-10,,,,,,,,-88.083806,41.821311,209.186039
6-2-11,,,,,,,,-88.083807,41.821312,209.165181
6-2-12,,,,,,,,-88.083807,41.821312,209.201405
6-2-11-1,,,,,,,,-88.083807,41.821316,209.332970
6-2-10-1,,,,,,,,-88.083807,41.821311,209.252374
6-2-10-2,,,,,,,,-88.083806,41.821311,209.239703
6-2-13,,,,,,,,-88.083809,41.821313,209.617180
6-2-14,,,,,,,,-88.083811,41.821313,209.960964
6-2-11-2,,,,,,,,-88.083806,41.821317,209.483092
6-3,,,,,,,,-88.083804,41.821306,205.896595
6-4,,,,,,,,-88.083804,41.821306,206.093071
6-3-1,,,,,,,,-88.083801,41.821311,205.680478
6-3-1-0,,,,,,,,-88.083800,41.821311,205.648751
6-3-1-2,,,,,,,,-88.083797,41.821313,205.380651
6-3-1-3,,,,,,,,-88.083795,41.821314,205.165267
6-3-1-4,,,,,,,,-88.083795,41.821315,205.230556
6-3-2,,,,,,,,-88.083801,41.821312,205.781833
6-3-2-1,,,,,,,,-88.083801,41.821312,205.855730
6-3-2-2,,,,,,,,-88.083801,41.821311,205.909995
6-3-3,,,,,,,,-88.083801,41.821314,205.657454
6-3-4,,,,,,,,-88.083800,41.821314,205.731148
6-3-5,,,,,,,,-88.083797,41.821318,205.716143
6-3-6,,,,,,,,-88.083797,41.821317,205.636494
6-3-7,,,,,,,,-88.083795,41.821319,205.599402
6-3-8,,,,,,,,-88.083792,41.821322,205.617389
6-3-9,,,,,,,,-88.083790,41.821323,205.538734
6-3-9-1,,,,,,,,-88.083789,41.821323,205.594291
6-3-9-2,,,,,,,,-88.083788,41.821323,205.682824
6-4-.1,,,,,,,,-88.083805,41.821308,206.205107
6-4-2,,,,,,,,-88.083802,41.821311,206.472354
6-4-5,,,,,,,,-88.083802,41.821312,206.561815
6-4-6,,,,,,,,-88.083802,41.821313,206.626993
6-4-6.1,,,,,,,,-88.083799,41.821317,206.848635
6-4-6.1-1,,,,,,,,-88.083799,41.821317,206.905113
6-4-7,,,,,,,,-88.083799,41.821317,206.843249
6-4-7.1,,,,,,,,-88.083800,41.821318,206.916764
6-4-7.3,,,,,,,,-88.083799,41.821319,206.952333
6-4-7.2,,,,,,,,-88.083800,41.821319,206.844019
6-4-8,,,,,,,,-88.083799,41.821320,206.949688
6-4-8-1,,,,,,,,-88.083799,41.821323,207.138843
6-4-8-2,,,,,,,,-88.083800,41.821323,207.269680
6-4-8-2-1,,,,,,,,-88.083799,41.821322,207.412341
6-4-8-3,,,,,,,,-88.083801,41.821329,207.773031
6-4-8-4,,,,,,,,-88.083801,41.821332,207.996943
6-4-8-5,,,,,,,,-88.083800,41.821332,208.062788
6-4-9,,,,,,,,-88.083797,41.821324,206.986716
6-4-10,,,,,,,,-88.083797,41.821324,206.998339
