# CoordinateSystem: GEOGCS["WGS 84",DATUM["World Geodetic System 1984",SPHEROID["WGS 84",6378137,298.257223563,AUTHORITY["EPSG","7030"]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY["EPSG","6326"]],PRIMEM["Greenwich",0,AUTHORITY["EPSG","8901"]],UNIT["degree",0.01745329251994328,AUTHORITY["EPSG","9102"]],AUTHORITY["EPSG","4326"]]
#Label,X/Longitude,Y/Latitude,Z/Altitude,Error_(m),X_error,Y_error,Z_error,X_est,Y_est,Z_est
point 23,,,,,,,,-88.083844,41.821275,193.281744
point 24,,,,,,,,-88.083749,41.821175,193.021103
point 25,,,,,,,,-88.083685,41.821291,193.197422
point 26,,,,,,,,-88.083722,41.821374,193.415904
point 27,,,,,,,,-88.083876,41.821400,193.608674
point 28,,,,,,,,-88.083970,41.821350,193.728453
point 29,,,,,,,,-88.083948,41.821258,193.423898
point 30,,,,,,,,-88.083893,41.821183,193.257918
point 31,,,,,,,,-88.083861,41.821276,193.321909
point 32,,,,,,,,-88.083666,41.821161,193.001258
point 33,,,,,,,,-88.083631,41.821331,193.321422
point 34,,,,,,,,-88.083805,41.821438,193.673056
point 35,,,,,,,,-88.084005,41.821395,194.138415
point 36,,,,,,,,-88.083971,41.821194,193.465464
1,,,,,,,,-88.083829,41.821295,198.186778
2,,,,,,,,-88.083829,41.821295,198.381651
3,,,,,,,,-88.083822,41.821289,199.757175
4,,,,,,,,-88.083821,41.821289,201.003366
4-2,-88.083808,41.821281,203.486464,0.000000,-0.000000,0.000000,-0.000000,-88.083808,41.821281,203.486464
4-2-1,-88.083801,41.821279,203.877230,0.000000,-0.000000,-0.000000,-0.000000,-88.083801,41.821279,203.877229
4-2-2,-88.083800,41.821275,204.257900,0.000000,0.000000,-0.000000,0.000000,-88.083800,41.821275,204.257900
4-2-4,-88.083791,41.821270,204.700847,0.000000,-0.000000,0.000000,-0.000000,-88.083791,41.821270,204.700847
4-2-5,-88.083793,41.821272,204.883734,0.000000,0.000000,0.000000,0.000000,-88.083793,41.821272,204.883734
4-2-5-1,-88.083792,41.821270,205.226067,0.000000,-0.000000,-0.000000,0.000000,-88.083792,41.821270,205.226067
4-2-5-2,-88.083793,41.821271,205.334155,0.000000,0.000000,0.000000,-0.000000,-88.083793,41.821271,205.334155
4-2-5-3,-88.083792,41.821269,205.596759,0.000000,0.000000,0.000000,0.000000,-88.083792,41.821269,205.596759
4-2-5-4,-88.083792,41.821269,205.660943,0.000000,0.000000,-0.000000,-0.000000,-88.083792,41.821269,205.660943
4-2-5-5,-88.083792,41.821269,205.695550,0.000000,0.000000,0.000000,0.000000,-88.083792,41.821269,205.695550
4-2-4-2,-88.083788,41.821269,204.797873,0.000000,0.000000,-0.000000,-0.000000,-88.083788,41.821269,204.797873
4-2-4-3,-88.083784,41.821267,204.930094,0.000000,0.000000,-0.000000,0.000000,-88.083784,41.821267,204.930094
4-2-4-4,-88.083774,41.821265,204.936170,0.000000,-0.000000,-0.000000,0.000000,-88.083774,41.821265,204.936170
4-2-4-5,-88.083772,41.821265,204.927197,0.000000,0.000000,-0.000000,0.000000,-88.083772,41.821265,204.927197
4-2-4-6,-88.083767,41.821264,204.905007,0.000000,0.000000,-0.000000,-0.000000,-88.083767,41.821264,204.905007
4-2-4-6-1,-88.083766,41.821263,204.981300,0.000000,-0.000000,-0.000000,-0.000000,-88.083766,41.821263,204.981300
4-2-4-6-2,-88.083764,41.821261,205.090604,0.000000,-0.000000,0.000000,-0.000000,-88.083764,41.821261,205.090604
4-2-4-7,-88.083758,41.821265,204.880091,0.000000,0.000000,-0.000000,0.000000,-88.083758,41.821265,204.880091
4-2-4-8,-88.083752,41.821264,204.717542,0.000000,-0.000000,-0.000000,-0.000000,-88.083752,41.821264,204.717542
4-2-6-3,-88.083782,41.821257,205.515918,0.000000,0.000000,-0.000000,0.000000,-88.083782,41.821257,205.515918
4-2-7,-88.083784,41.821261,206.108543,0.000000,0.000000,0.000000,0.000000,-88.083784,41.821261,206.108543
4-2-6,-88.083786,41.821263,205.773776,0.000000,-0.000000,0.000000,0.000000,-88.083786,41.821263,205.773776
4-2-7-1,-88.083780,41.821254,206.161752,0.000000,-0.000000,0.000000,-0.000000,-88.083780,41.821254,206.161752
4-2-7-2,-88.083779,41.821254,206.274472,0.000000,-0.000000,0.000000,0.000000,-88.083779,41.821254,206.274472
4-2-7-4,-88.083777,41.821247,206.364152,0.000000,0.000000,-0.000000,0.000000,-88.083777,41.821247,206.364152
4-2-7-3,-88.083779,41.821250,206.238904,0.000000,-0.000000,-0.000000,-0.000000,-88.083779,41.821250,206.238904
4-2-7.1,-88.083781,41.821260,206.387209,0.000000,0.000000,-0.000000,-0.000000,-88.083781,41.821260,206.387209
4-2-8,-88.083779,41.821258,206.639009,0.000000,0.000000,0.000000,-0.000000,-88.083779,41.821258,206.639009
4-2-8-1,-88.083777,41.821257,206.678619,0.000000,0.000000,0.000000,0.000000,-88.083777,41.821257,206.678619
4-2-8-2,-88.083767,41.821251,206.926708,0.000000,0.000000,-0.000000,0.000000,-88.083767,41.821251,206.926708
4-2-8-3,-88.083771,41.821249,206.953374,0.000000,0.000000,-0.000000,-0.000000,-88.083771,41.821249,206.953374
4-2-8.1,-88.083779,41.821259,206.820738,0.000000,-0.000000,0.000000,0.000000,-88.083779,41.821259,206.820738
4-2-9,-88.083777,41.821255,207.161375,0.000000,0.000000,0.000000,0.000000,-88.083777,41.821255,207.161375
4-2-9.1,-88.083776,41.821255,207.115851,0.000000,-0.000000,-0.000000,-0.000000,-88.083776,41.821255,207.115851
4-2-9.1-1,-88.083769,41.821253,207.598967,0.000000,-0.000000,0.000000,0.000000,-88.083769,41.821253,207.598967
4-2-9.1-2,-88.083769,41.821252,207.652452,0.000000,-0.000000,0.000000,-0.000000,-88.083769,41.821252,207.652452
4-2-10,-88.083776,41.821256,207.650968,0.000000,0.000000,0.000000,-0.000000,-88.083776,41.821256,207.650968
4-2-10-1,-88.083775,41.821254,207.824076,0.000000,0.000000,-0.000000,0.000000,-88.083775,41.821254,207.824076
4-2-10-2,-88.083780,41.821252,208.399004,0.000000,0.000000,-0.000000,-0.000000,-88.083780,41.821252,208.399004
4-2-13,-88.083772,41.821256,208.101856,0.000000,0.000000,-0.000000,-0.000000,-88.083772,41.821256,208.101856
