# CoordinateSystem: GEOGCS["WGS 84",DATUM["World Geodetic System 1984",SPHEROID["WGS 84",6378137,298.257223563,AUTHORITY["EPSG","7030"]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY["EPSG","6326"]],PRIMEM["Greenwich",0,AUTHORITY["EPSG","8901"]],UNIT["degree",0.01745329251994328,AUTHORITY["EPSG","9102"]],AUTHORITY["EPSG","4326"]]
#Label,X/Longitude,Y/Latitude,Z/Altitude,Yaw,Pitch,Roll,Error_(m),X_error,Y_error,Z_error,Error_(deg),Yaw_error,Pitch_error,Roll_error,X_est,Y_est,Z_est,Yaw_est,Pitch_est,Roll_est
DJI_0063.JPG,-88.049369,41.813909,201.769000,,,,1.651304,0.208139,-0.783144,1.438808,,,,,-88.049366,41.813902,203.207808,338.233286,80.995489,-3.016897
DJI_0064.JPG,-88.049394,41.813905,201.669000,,,,1.759554,-0.055757,-0.860024,1.534040,,,,,-88.049395,41.813897,203.203040,344.988918,80.996445,-2.864941
DJI_0064.JPG,-88.049394,41.813905,201.669000,,,,1.759554,-0.055757,-0.860024,1.534040,,,,,-88.049395,41.813897,203.203040,344.988918,80.996445,-2.864941
DJI_0065.JPG,-88.049429,41.813903,201.669000,,,,1.656805,0.022433,-0.741535,1.481428,,,,,-88.049428,41.813897,203.150428,352.203667,81.041510,-2.363341
DJI_0065.JPG,-88.049429,41.813903,201.669000,,,,1.656805,0.022433,-0.741535,1.481428,,,,,-88.049428,41.813897,203.150428,352.203667,81.041510,-2.363341
DJI_0066.JPG,-88.049456,41.813904,201.769000,,,,1.665224,-0.245365,-0.715369,1.483582,,,,,-88.049459,41.813898,203.252582,0.868886,81.142244,-1.897061
DJI_0066.JPG,-88.049456,41.813904,201.769000,,,,1.665224,-0.245365,-0.715369,1.483582,,,,,-88.049459,41.813898,203.252582,0.868886,81.142244,-1.897061
DJI_0067.JPG,-88.049487,41.813906,201.769000,,,,1.575585,0.167138,-0.726006,1.388326,,,,,-88.049485,41.813899,203.157326,7.572902,81.169055,-0.845214
DJI_0067.JPG,-88.049487,41.813906,201.769000,,,,1.575585,0.167138,-0.726006,1.388326,,,,,-88.049485,41.813899,203.157326,7.572902,81.169055,-0.845214
DJI_0068.JPG,-88.049511,41.813907,201.769000,,,,1.550812,0.019894,-0.722120,1.372284,,,,,-88.049510,41.813901,203.141284,14.856174,81.238362,-0.308842
DJI_0068.JPG,-88.049511,41.813907,201.769000,,,,1.550812,0.019894,-0.722120,1.372284,,,,,-88.049510,41.813901,203.141284,14.856174,81.238362,-0.308842
DJI_0069.JPG,-88.049535,41.813911,201.769000,,,,1.412906,0.116318,-0.658906,1.244434,,,,,-88.049533,41.813905,203.013434,18.740967,82.088734,0.540464
