node,label,random,mainnodeto,branchnodeto,maindiameter.180228,mainlength.180228,branchdiameter.180228,branchlength.180228,maindiameter.180328,mainlength.180328,branchdiameter.180328,branchlength.180328
14,both,0.573073985,end,end,4.44,NA,4.49,47.2,7.49,NA,6.59,79.2
point 23,both,0.6163537076,,,,,,,,,,
point 24,both,0.6626811522,,,,,,,,,,
point 25,both,0.5759577723,,,,,,,,,,
point 26,both,0.3890941786,,,,,,,,,,
point 27,both,0.5865473714,,,,,,,,,,
point 28,both,0.6576563819,,,,,,,,,,
point 29,both,0.3740446403,,,,,,,,,,
point 30,both,0.3619292318,,,,,,,,,,
point 31,both,0.412096175,,,,,,,,,,
point 32,both,0.4751431232,,,,,,,,,,
point 33,both,0.2912385164,,,,,,,,,,
point 34,both,0.3350895206,,,,,,,,,,
point 35,both,0.1498179194,,,,,,,,,,
point 36,both,0.348134611,,,,,,,,,,
14.1,180228,0.6575075918,14.2,end,4.12,7.43,1.24,6.11,,,,
14.2,180228,0.7091031059,,,,,,,,,,
NA,180228,0.3864159528,,,,,,,,,,
14.3,180328,0.8949783432,14.3.1,end,,,,,4.46,36.8,5.07,31.8
14.3.1,180328,0.9965496338,,,,,,,,,,
NA,180328,0.7578737193,,,,,,,,,,
