# CoordinateSystem: GEOGCS["WGS 84",DATUM["World Geodetic System 1984",SPHEROID["WGS 84",6378137,298.257223563,AUTHORITY["EPSG","7030"]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY["EPSG","6326"]],PRIMEM["Greenwich",0,AUTHORITY["EPSG","8901"]],UNIT["degree",0.01745329251994328,AUTHORITY["EPSG","9102"]],AUTHORITY["EPSG","4326"]]
#Label,X/Longitude,Y/Latitude,Z/Altitude,Error_(m),X_error,Y_error,Z_error,X_est,Y_est,Z_est
point 23,,,,,,,,-88.049428,41.814066,138.703439
point 24,,,,,,,,-88.049348,41.813909,138.840280
point 25,,,,,,,,-88.049461,41.813929,138.965717
point 26,,,,,,,,-88.049660,41.814115,138.754888
point 27,,,,,,,,-88.049614,41.814002,138.912930
point 28,,,,,,,,-88.049551,41.814201,138.761451
point 29,,,,,,,,-88.049287,41.814213,138.351275
point 30,,,,,,,,-88.049240,41.814100,138.316205
point 31,,,,,,,,-88.049444,41.814064,138.722480
point 32,,,,,,,,-88.049589,41.813934,139.070214
point 33,,,,,,,,-88.049696,41.814166,138.847583
point 34,,,,,,,,-88.049398,41.814280,138.664689
point 35,,,,,,,,-88.049197,41.814069,138.400124
point 36,,,,,,,,-88.049307,41.813906,138.896571
5,,,,,,,,-88.049446,41.814079,141.930214
5-1,,,,,,,,-88.049448,41.814078,141.725926
5-2,,,,,,,,-88.049449,41.814076,142.119128
5-3,,,,,,,,-88.049453,41.814080,142.391173
5-4,,,,,,,,-88.049457,41.814077,142.497994
5-5,,,,,,,,-88.049458,41.814075,143.036931
5-6,,,,,,,,-88.049458,41.814075,143.089469
5-7,,,,,,,,-88.049463,41.814077,143.018601
5-8,,,,,,,,-88.049462,41.814076,143.297978
5-9,,,,,,,,-88.049464,41.814072,143.549862
5-10,,,,,,,,-88.049471,41.814070,144.044486
5-11,,,,,,,,-88.049480,41.814068,144.393699
5-12,,,,,,,,-88.049486,41.814070,145.231867
5-13,,,,,,,,-88.049493,41.814070,145.681202
5-14,,,,,,,,-88.049496,41.814068,146.118416
5-15,,,,,,,,-88.049498,41.814065,146.262077
5-16,,,,,,,,-88.049496,41.814064,146.733550
5-17,,,,,,,,-88.049501,41.814062,147.565291
5-18,,,,,,,,-88.049509,41.814057,148.031647
5-19,,,,,,,,-88.049510,41.814052,149.134453
5-6-1,,,,,,,,-88.049453,41.814072,143.249648
5-7-1,,,,,,,,-88.049470,41.814078,142.949149
5-7-2,,,,,,,,-88.049472,41.814076,142.749298
5-7-3,,,,,,,,-88.049479,41.814079,142.537369
5-7-4,,,,,,,,-88.049483,41.814079,142.296414
5-7-5,,,,,,,,-88.049484,41.814080,142.225660
5-7-5-1,,,,,,,,-88.049484,41.814079,142.269671
5-7-5-2,,,,,,,,-88.049491,41.814077,142.040951
5-7-5-3,,,,,,,,-88.049493,41.814077,142.189287
5-7-5-4,,,,,,,,-88.049495,41.814077,142.177986
5-7-6,,,,,,,,-88.049491,41.814081,141.510818
5-7-7,,,,,,,,-88.049493,41.814077,141.174670
5-7-8,,,,,,,,-88.049494,41.814075,141.139324
5-7-9,,,,,,,,-88.049495,41.814074,141.114400
5-7-10,,,,,,,,-88.049494,41.814073,141.009083
5-7-9-1,,,,,,,,-88.049497,41.814074,141.118451
5-10-1,,,,,,,,-88.049468,41.814068,144.167330
5-10-2,,,,,,,,-88.049467,41.814065,143.626840
5-10-3,,,,,,,,-88.049469,41.814062,143.608234
5-10-4,,,,,,,,-88.049462,41.814057,143.645611
5-10-5,,,,,,,,-88.049464,41.814056,143.628265
5-11-1,,,,,,,,-88.049485,41.814064,144.662504
5-11-2,,,,,,,,-88.049486,41.814063,144.689837
5-11-3,,,,,,,,-88.049490,41.814055,145.200013
5-11-4,,,,,,,,-88.049501,41.814052,145.397564
5-11-5,,,,,,,,-88.049501,41.814048,145.771568
5-11-6,,,,,,,,-88.049501,41.814049,145.833929
5-11-7,,,,,,,,-88.049503,41.814046,146.244931
5-11-8,,,,,,,,-88.049505,41.814046,146.224771
5-11-9,,,,,,,,-88.049505,41.814043,146.770664
5-11-10,,,,,,,,-88.049508,41.814044,147.064963
5-11-11,,,,,,,,-88.049511,41.814039,147.858531
5-11-3-1,,,,,,,,-88.049489,41.814055,145.120600
5-11-3-1-1,,,,,,,,-88.049485,41.814048,144.892743
5-11-3-1-2,,,,,,,,-88.049484,41.814041,144.860388
5-11-3-1-3,,,,,,,,-88.049485,41.814037,144.954120
5-11-3-1-4,,,,,,,,-88.049483,41.814037,144.968582
5-11-3-2,,,,,,,,-88.049486,41.814052,145.810592
5-11-3-3,,,,,,,,-88.049486,41.814043,146.112024
5-11-3-4,,,,,,,,-88.049486,41.814040,146.300754
5-11-3-2-1,,,,,,,,-88.049481,41.814045,146.981432
5-11-4-1,,,,,,,,-88.049507,41.814052,145.423259
5-11-4-2,,,,,,,,-88.049508,41.814051,145.366033
5-11-4-4,,,,,,,,-88.049512,41.814049,145.407257
5-11-4-3,,,,,,,,-88.049510,41.814051,145.356209
5-11-4-5,,,,,,,,-88.049514,41.814046,145.039559
5-11-4-6,,,,,,,,-88.049520,41.814044,144.892144
5-11-5-1,,,,,,,,-88.049502,41.814044,145.751991
5-11-5-2,,,,,,,,-88.049503,41.814043,145.728046
5-11-5-3,,,,,,,,-88.049502,41.814042,145.812433
5-11-5-4,,,,,,,,-88.049504,41.814041,145.818650
5-11-5-5,,,,,,,,-88.049506,41.814039,145.813223
5-11-5-4-1,,,,,,,,-88.049503,41.814041,145.919390
5-11-5-6,,,,,,,,-88.049507,41.814038,145.901936
5-11-5-7,,,,,,,,-88.049507,41.814037,146.170829
5-11-5-8,,,,,,,,-88.049510,41.814035,146.348824
5-11-5-9,,,,,,,,-88.049513,41.814033,146.448477
5-15-1,,,,,,,,-88.049518,41.814065,146.676267
5-15-2,,,,,,,,-88.049519,41.814067,146.613834
5-15-3,,,,,,,,-88.049524,41.814065,146.971461
5-15-4,,,,,,,,-88.049525,41.814065,147.175204
5-15-5,,,,,,,,-88.049524,41.814065,147.356843
5-15-5-1,,,,,,,,-88.049524,41.814065,147.450515
5-17-1,,,,,,,,-88.049501,41.814063,148.040872
5-17-1-1,,,,,,,,-88.049502,41.814062,148.888819
5-17-1-2,,,,,,,,-88.049507,41.814060,149.667680
5-17-2,,,,,,,,-88.049503,41.814062,147.868238
5-17-3,,,,,,,,-88.049507,41.814064,148.224005
5-17-4,,,,,,,,-88.049507,41.814063,148.392135
5-17-5,,,,,,,,-88.049510,41.814062,148.519635
5-17-6,,,,,,,,-88.049511,41.814063,148.593504
5-17-7,,,,,,,,-88.049515,41.814063,149.333558
5-17-7-1,,,,,,,,-88.049518,41.814062,149.651010
5-18-1,,,,,,,,-88.049516,41.814053,148.490596
5-20,,,,,,,,-88.049507,41.814050,149.632124
5-16-3,,,,,,,,-88.049491,41.814049,147.895274
5-16-4,,,,,,,,-88.049490,41.814050,147.923346
5-16-2,,,,,,,,-88.049492,41.814052,147.478388
5-11-10.5,,,,,,,,-88.049511,41.814040,147.653868
5-7-5-1.5,,,,,,,,-88.049486,41.814078,142.168793
