# CoordinateSystem: GEOGCS["WGS 84",DATUM["World Geodetic System 1984",SPHEROID["WGS 84",6378137,298.257223563,AUTHORITY["EPSG","7030"]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY["EPSG","6326"]],PRIMEM["Greenwich",0,AUTHORITY["EPSG","8901"]],UNIT["degree",0.01745329251994328,AUTHORITY["EPSG","9102"]],AUTHORITY["EPSG","4326"]]
#Label,X/Longitude,Y/Latitude,Z/Altitude,Error_(m),X_error,Y_error,Z_error,X_est,Y_est,Z_est
point 23,,,,,,,,-88.049456,41.814041,193.590321
point 24,,,,,,,,-88.049366,41.813974,193.880958
point 25,,,,,,,,-88.049525,41.813977,193.841356
point 26,,,,,,,,-88.049612,41.814063,193.659514
point 27,,,,,,,,-88.049555,41.814148,193.654949
point 28,,,,,,,,-88.049396,41.814209,193.615876
point 29,,,,,,,,-88.049306,41.814153,193.450603
point 30,,,,,,,,-88.049281,41.814068,193.532013
point 31,,,,,,,,-88.049469,41.814049,193.625011
point 32,,,,,,,,-88.049430,41.813924,194.174896
point 33,,,,,,,,-88.049646,41.814007,193.923604
point 34,,,,,,,,-88.049514,41.814218,193.698478
point 35,,,,,,,,-88.049359,41.814244,193.637621
point 36,,,,,,,,-88.049238,41.814043,193.766402
5,,,,,,,,-88.049444,41.814073,196.987436
5-1,,,,,,,,-88.049446,41.814072,196.737563
5-4,,,,,,,,-88.049455,41.814071,197.542683
5-2,,,,,,,,-88.049448,41.814071,197.158527
5-6,,,,,,,,-88.049457,41.814069,198.154208
5-7,,,,,,,,-88.049462,41.814071,198.030690
5-8,,,,,,,,-88.049461,41.814070,198.343866
5-8-1,,,,,,,,-88.049462,41.814071,198.785813
5-7-1,,,,,,,,-88.049469,41.814072,197.936114
5-7-2,,,,,,,,-88.049471,41.814070,197.784695
5-7-5,,,,,,,,-88.049482,41.814074,197.207228
5-7-7,,,,,,,,-88.049490,41.814072,196.229008
5-9,,,,,,,,-88.049463,41.814066,198.570613
5-10,,,,,,,,-88.049470,41.814065,199.050095
5-10-1,,,,,,,,-88.049468,41.814063,199.184416
5-10-1-2,,,,,,,,-88.049467,41.814063,199.181910
5-11,,,,,,,,-88.049478,41.814063,199.401560
5-11-1,,,,,,,,-88.049484,41.814058,199.635604
5-11-2,,,,,,,,-88.049484,41.814057,199.719275
5-11-2.5,,,,,,,,-88.049488,41.814053,200.021208
5-11-3,,,,,,,,-88.049489,41.814049,200.263308
5-11-3-1,,,,,,,,-88.049487,41.814049,200.161669
5-11-3-1-1,,,,,,,,-88.049484,41.814042,199.951124
5-11-3-1-2,,,,,,,,-88.049482,41.814035,199.911882
5-11-3-1-3,,,,,,,,-88.049483,41.814032,200.006537
5-11-3-2,,,,,,,,-88.049484,41.814046,200.959367
5-11-3-3,,,,,,,,-88.049485,41.814037,201.154165
5-11-3-4,,,,,,,,-88.049484,41.814035,201.396860
5-11-3-2-1,,,,,,,,-88.049479,41.814040,202.009395
5-12,,,,,,,,-88.049486,41.814064,200.247329
5-13,,,,,,,,-88.049492,41.814064,200.690817
5-14,,,,,,,,-88.049495,41.814063,201.145765
5-15,,,,,,,,-88.049497,41.814060,201.310133
5-16,,,,,,,,-88.049495,41.814059,201.753570
5-15-2,,,,,,,,-88.049517,41.814060,201.640883
5-15-3,,,,,,,,-88.049522,41.814059,201.975021
5-15-4,,,,,,,,-88.049524,41.814059,202.185647
5-15-5,,,,,,,,-88.049523,41.814059,202.321755
5-15-5-1,,,,,,,,-88.049523,41.814060,202.410482
5-15-5-1-1,,,,,,,,-88.049529,41.814062,202.870066
5-15-5-2,,,,,,,,-88.049527,41.814058,203.231419
5-16-1,,,,,,,,-88.049493,41.814057,201.851094
5-16-2,,,,,,,,-88.049491,41.814047,202.512720
5-16-3,,,,,,,,-88.049489,41.814043,202.921821
5-16-5,,,,,,,,-88.049489,41.814044,202.955178
5-16-4,,,,,,,,-88.049488,41.814041,203.256227
5-17,,,,,,,,-88.049500,41.814056,202.548257
5-18,,,,,,,,-88.049508,41.814051,203.020865
5-18-1,,,,,,,,-88.049516,41.814047,203.521203
5-18-.5,,,,,,,,-88.049511,41.814049,203.300838
5-17.5,,,,,,,,-88.049508,41.814052,202.965968
5-19,,,,,,,,-88.049509,41.814046,204.139901
5-20,,,,,,,,-88.049506,41.814045,204.557682
5-19-1,,,,,,,,-88.049511,41.814045,204.360736
5-19-2,,,,,,,,-88.049512,41.814047,204.408055
5-17-1,,,,,,,,-88.049501,41.814057,202.999699
5-17-1-1,,,,,,,,-88.049501,41.814056,203.927578
5-17-1-2,,,,,,,,-88.049507,41.814054,204.731664
5-17-.5,,,,,,,,-88.049500,41.814057,202.926054
5-17-2,,,,,,,,-88.049506,41.814058,203.258009
5-17-3,,,,,,,,-88.049514,41.814058,204.299600
5-17-4,,,,,,,,-88.049513,41.814059,204.501615
5-17-5,,,,,,,,-88.049515,41.814058,204.921865
5-11-4,,,,,,,,-88.049501,41.814046,200.427850
5-11-4-1,,,,,,,,-88.049506,41.814046,200.483559
5-11-4-4,,,,,,,,-88.049510,41.814043,200.417826
5-11-4-5,,,,,,,,-88.049512,41.814040,200.051913
5-11-4-6,,,,,,,,-88.049518,41.814037,199.894858
5-11-5,,,,,,,,-88.049499,41.814042,200.781807
5-11-6,,,,,,,,-88.049500,41.814043,200.857975
5-11-5-3,,,,,,,,-88.049501,41.814036,200.837308
5-11-5-4,,,,,,,,-88.049502,41.814035,200.867587
5-11-5-7,,,,,,,,-88.049506,41.814031,201.219828
5-11-5-8,,,,,,,,-88.049509,41.814029,201.378190
5-11-5-9,,,,,,,,-88.049511,41.814027,201.476700
5-11-7,,,,,,,,-88.049502,41.814041,201.268538
5-11-8,,,,,,,,-88.049504,41.814040,201.249880
5-11-9,,,,,,,,-88.049503,41.814037,201.817367
5-11-10,,,,,,,,-88.049507,41.814038,202.103130
5-11-10.5,,,,,,,,-88.049510,41.814034,202.682977
5-11-11,,,,,,,,-88.049511,41.814033,203.072731
5-11-10.55,,,,,,,,-88.049509,41.814034,202.975488
5-11-12,,,,,,,,-88.049509,41.814034,203.175014
5-7-5-1.5,,,,,,,,-88.049484,41.814073,197.187265
5-11-6.5,,,,,,,,-88.049502,41.814043,201.005516
5-11-8.5,,,,,,,,-88.049502,41.814039,201.394098
