"","node","label"
"1","4","both"
"2","4.2","both"
"3","4.2.1","both"
"4","4.2.10","both"
"5","4.2.10.1","both"
"6","4.2.2","both"
"7","4.2.4","both"
"8","4.2.4.2","both"
"9","4.2.4.3","both"
"10","4.2.4.4","both"
"11","4.2.5","both"
"12","4.2.5.1","both"
"13","4.2.6","both"
"14","4.2.7","both"
"15","4.2.8","both"
"16","4.2.9","both"
"17","4.2.9*1","both"
"18","4.1","180228"
"19","4.3","180228"
"20","4.4","180228"
"21","4.2.3","180228"
"22","4.2.4.1","180228"
"23","4.2.6.1","180228"
"24","4.2.6.2","180228"
"25","4.2.11","180228"
"26","4.2.12","180228"
"27",NA,"180228"
"28","point 23","180328"
"29","point 24","180328"
"30","point 25","180328"
"31","point 26","180328"
"32","point 27","180328"
"33","point 28","180328"
"34","point 29","180328"
"35","point 30","180328"
"36","point 31","180328"
"37","point 32","180328"
"38","point 33","180328"
"39","point 34","180328"
"40","point 35","180328"
"41","point 36","180328"
"42","1","180328"
"43","2","180328"
"44","3","180328"
"45","4.2.5.2","180328"
"46","4.2.5.3","180328"
"47","4.2.5.4","180328"
"48","4.2.5.5","180328"
"49","4.2.4.5","180328"
"50","4.2.4.6","180328"
"51","4.2.4.6.1","180328"
"52","4.2.4.6.2","180328"
"53","4.2.4.7","180328"
"54","4.2.4.8","180328"
"55","4.2.6.3","180328"
"56","4.2.7.1","180328"
"57","4.2.7.2","180328"
"58","4.2.7.4","180328"
"59","4.2.7.3","180328"
"60","4.2.7*1","180328"
"61","4.2.8.1","180328"
"62","4.2.8.2","180328"
"63","4.2.8.3","180328"
"64","4.2.8*1","180328"
"65","4.2.9*1.1","180328"
"66","4.2.9*1.2","180328"
"67","4.2.10.2","180328"
"68","4.2.13","180328"
"69","4.2.13.1","180328"
"70","4.2.13.2","180328"
"71","4.2.14","180328"
"72",NA,"180328"
