"","node","is.in","vert.dist","center.dist","hor.dist","theta"
"316","8-1-5-5-1","180109",4.61719581004968,7.53052605523576,5.94897684650431,-164.023579380967
"317","8-1-5-5-2","180109",5.14610481004968,8.03522316182856,6.17109524674266,-163.994772219848
"318","8-1-5-6-1","180109",4.72360881004968,7.9554536400987,6.40130943084153,-166.19950917588
"319","8-1-7","180109",4.80278581004967,7.49633775823557,5.75572134908682,-157.423391030225
"320","8-1-8","180109",4.83951681004967,7.86350694813503,6.19788823460173,-157.838434231243
"321","8-1-9","180109",4.90792981004969,7.90579493719568,6.19788823460173,-157.838434231243
"322","8-2-10-1","180109",7.03435981004969,9.64899979044115,6.60461800702289,-62.1268505231072
"323","8-2-4-3-2-1","180109",6.18507481004968,8.45900337329673,5.7705794911373,-84.945606200965
"324","8-2-6","180109",6.53944981004969,8.19534209172062,4.9395574884972,-66.1913547389014
"325","8-2-8","180109",6.59656881004969,8.55554478082321,5.44817643170179,-65.6739296099851
"326","8-3-11","180109",6.4436708100497,8.32534040530083,5.27166001899288,-127.547941782352
"327","8-3-9","180109",6.85026181004969,8.4837302300047,5.00475691210576,-125.322702300282
"328","8-4-4-1","180109",9.83300381004969,12.2108039436886,7.23987355019068,-113.980933122123
"329","8-4-6","180109",8.71510581004969,10.8777367913928,6.50938464238046,-114.361179059853
"330","8-8","180109",10.3909928100497,12.0731921418197,6.14729508928871,-89.5466761660803
"331","2","180109",2.40482781004968,2.56724431683057,0.898635958723288,64.483677375573
"332","3","180109",2.82032081004968,2.92865513626931,0.789184031514389,-8.13060882868738
"333","4","180109",3.00774281004968,3.07547349782572,0.641888171275056,-48.2006360473021
"334","5","180109",3.16969581004969,3.26066733827593,0.764839828103182,94.6683435724478
"335","10-1-10","180109",8.14486681004968,10.4018919679702,6.4699691776603,-172.088571212629
"336","10-1-2-1","180109",8.58644081004968,9.17195017871396,3.22454714592987,-173.615125286809
"337","10-1-3-1-2","180109",7.63361781004969,8.54417505582716,3.83807328157127,-163.223281925429
"338","10-1-3-2-1","180109",7.87027681004969,8.91703188358482,4.19192086591128,-168.911157415913
"339","10-1-4-1","180109",7.75301581004967,9.44755852541304,5.3988061587933,-160.576869408215
"340","10-1-5","180109",7.51214281004968,9.09531115343055,5.12761107916123,-172.549032587557
"341","10-1-6","180109",7.51405581004968,9.15913509485499,5.23724364234306,-172.352127029674
"342","10-1-7","180109",7.50779081004967,9.41980169013031,5.68908964896104,-172.468469743307
"343","10-1-8","180109",7.75658581004967,9.71122393823155,5.84322230877943,-174.706579799738
"344","10-3-3-1","180109",10.3005798100497,10.81389689735,3.29217582812826,-167.565720433019
"345","10-3-3-2-2-2","180109",11.5052008100497,12.6181778837538,5.18157962657011,-166.900976595114
"346","10-3-3-2-3","180109",11.4500038100497,12.9029457319457,5.94839653279632,-163.223281925429
"347","10-6-1","180109",12.4962938100497,13.1157613839214,3.98319440812009,-200.448924129073
"348","10-6-2","180109",12.6856178100497,13.3542550418375,4.17267641925344,-201.34330895817
"349","10-6-3","180109",12.9940018100497,13.7473259773566,4.48830574806673,-199.551704195056
