"","node","is.in","vert.dist","center.dist","hor.dist","theta"
"257","10-4.5","171221",11.2756685707219,11.738305436877,3.26299139021994,-198.241287822456
"258","10-5","both",11.5806871903858,12.0794035304495,3.43504197321052,-196.777868428985
"259","10-5-1","171221",11.9020385707219,12.4855751937451,3.77240848526641,-198.176851356483
"260","10-6","both",12.1634476903858,12.6830399448177,3.59281718190219,-199.172465313537
"261","10-6-.5","both",12.1901911903858,12.7289617359882,3.66377479252943,-197.670971336168
"262","13","both",9.48079669038582,9.50128456717414,0.621883359699627,-139.750375110188
"263","13-.5","both",9.41199969038581,9.42555563556957,0.504134397622696,-138.431288322371
"264","13-1","both",10.2281036903858,10.2691253034917,0.916768581074796,-128.136339436487
"265","13-1-1","both",11.6065461903858,11.6822619022267,1.3264349829762,-93.0590389531332
"266","13-1-2","171221",11.6748695707219,11.7319211838154,1.15559299491112,-92.3718058087752
"267","13-2","both",10.5966586903858,10.6921059239535,1.42508169152165,-135.109672857659
"268","13-3","171221",11.4886195707219,11.6531379292654,1.95121602025729,-123.828767937196
"269","13-4","both",11.8405906903858,12.1094081415431,2.537307909378,-120.403738687152
"270","13-4-1","171221",12.0591665707219,12.2848986389153,2.34419201176142,-121.863097996398
"271","13-5","both",12.1863936903858,12.5013943699197,2.78806116258151,-117.044609993877
"272","13-6","both",12.4408691903858,12.9008113131728,3.41282290206691,-114.104557447477
"273","13-7","171221",12.6524905707219,13.1031507185545,3.40691078705442,-120.406329534476
"274","13-8","both",13.1391371903858,13.6734450926399,3.78497790161594,-116.117657874201
"275","13-8-1","both",13.0265101903858,13.573222087443,3.8133187728397,-114.678412034022
"276","13-9","both",13.2952011903858,13.8454036156709,3.86388254552751,-118.412705461745
"277","1-10-1","180109",3.94907481004969,9.09711293600433,8.195259112136,-7.14945639324832
"278","1-10.5","180109",3.67379881004968,9.20245607456272,8.43732185634363,-5.19987046566841
"279","1-11-1","180109",3.43120181004969,9.68679950504468,9.05874929499904,-3.62228883493721
"280","1-11-2","180109",3.28488581004967,9.73395390473297,9.16293532850693,-3.38020989881744
"281","1-11-3","180109",3.3457668100497,9.90725562065276,9.32521090301585,-4.10358983148949
"282","1-12-1","180109",4.21600181004968,10.0455296837233,9.11800391336959,-4.60111147997806
"283","1-12-1.2","180109",4.34819581004967,10.2226458477404,9.25179341132251,-4.82955653446133
"284","1-12-1.5","180109",4.26436181004968,10.3090557413171,9.3857257913585,-5.05148530023876
"285","1-12-2","180109",4.32456181004969,10.3624582619962,9.41693720817305,-5.52080035666237
"286","1-14","180109",4.01631881004968,10.8278826694192,10.0554575390059,-2.52442489140047
"287","1-14-1","180109",4.04294281004968,10.9839078704655,10.212778541687,-1.23246969038721
"288","1-14-2","180109",4.21922381004967,11.2693694012424,10.4497290463614,-1.28917461592326
"289","1-14-2-1","180109",4.52932081004968,11.4403381749999,10.5055504643027,-0.239606797063356
"290","1-15","180109",4.25821881004967,10.9716427210267,10.1116030659632,-3.41318461757769
"291","1-16","180109",4.37704381004968,11.1674103730505,10.2738766746064,-4.06924768207205
"292","1-3-1","180109",3.32139781004969,5.53334442018939,4.42563182606034,1.53741731876937
"293","1-3-1-1","180109",3.47647181004967,5.64555536350614,4.44819504027678,0.504720173159467
"294","1-5-1-1","180109",4.15563781004968,6.40681643576131,4.87626611591561,1.96757823929225
"295","1-5-2","180109",4.06713781004967,6.60093145448293,5.19910435564112,2.90620078324835
"296","1-5-2-1","180109",4.40135781004969,7.0097323251533,5.45567564085455,1.77102173583155
"297","1-6-1","180109",3.61871081004969,6.58457042330147,5.50104533090267,0.0989372536386909
"298","1-6-2","180109",3.84022981004969,6.77763520899731,5.58470894785446,1.2426493782602
"299","1-7-3-1","180109",3.07830981004969,8.84955659027982,8.29690668610397,-6.83838634158629
"300","1-8-1-2.55","180109",4.50397381004967,9.51064441947522,8.37654924130944,-4.14571063676704
"301","1-8-2-5","180109",4.52749481004969,9.5419525912597,8.39944343387232,0.105295049358178
"302","1-8-2-6","180109",4.43422581004967,9.68695969326255,8.61248103419582,0.529258232008103
"303","1-8-4-1","180109",3.70536981004969,9.0458375011629,8.25211552683416,8.08969977666428
"304","1-8-5","180109",3.59673381004967,8.68955934281278,7.91024319928979,8.32011887367417
"305","1-8-6","180109",3.38007181004969,8.80467607218009,8.13003292090063,8.55034363572895
"306","1-8-7","180109",3.46183281004969,9.5081093006812,8.85549863468816,11.9324672537583
"307","1-9-4.5","180109",4.36793781004968,9.01889768643153,7.89060420790819,-16.4246435864078
"308","1-9-5-1","180109",4.71452381004968,9.71320626127561,8.49232836850756,-15.7801895917489
"309","1-9-5-2","180109",4.69469281004967,9.90734886512551,8.72441522135276,-15.455060712471
"310","1-9-5-3","180109",4.90179781004969,10.2553502473414,9.00802902554364,-14.3246238014955
"311","1-9-5-4","180109",4.87001381004967,10.2027081822807,8.96539010543901,-13.8699310050823
"312","1-9-6","180109",4.76552181004968,9.45953842818138,8.17145453099882,-15.1451855720277
"313","8-1-2-5","180109",4.78555381004969,5.81811088698001,3.30891054945796,-156.010342163158
"314","8-1-2-6","180109",4.73190781004968,6.03257614730901,3.74179414856997,-158.127246416235
"315","8-1-5-3-1","180109",4.19334881004968,7.01260606961731,5.6207178940851,-165.765141345297
